task_id,start_time,end_time,execution_time
task_1,0.0,925.1544948977146,925.1544948977146
task_2,0.0,932.6369871530795,932.6369871530795
task_3,0.0,704.9657410554561,704.9657410554561
task_4,0.0,707.4082404316928,707.4082404316928
task_5,0.0,987.6008033035355,987.6008033035355
task_6,0.0,856.5588301101764,856.5588301101764
task_7,704.9657410554561,1637.8999851174347,932.9342440619786
task_8,707.4082404316928,1486.322354614595,778.9141141829023
task_9,856.5588301101764,1834.8925769467314,978.3337468365551
task_10,925.1544948977146,1735.2811563974847,810.1266614997701
task_11,932.6369871530795,1880.9040745440277,948.2670873909482
task_12,987.6008033035355,1783.1703158221524,795.5695125186169
task_13,1486.322354614595,2303.28042621834,816.9580716037449
task_14,1637.8999851174347,2312.547192499322,674.6472073818875
task_15,1735.2811563974847,2286.1718722471924,550.8907158497077
